POINT (-97.028201 28.0332)	48	007		110212190746		C3061
POINT (-97.027156 28.033662)	48	007		110212190759		C3061
POINT (-97.027143 28.0326)	48	007		110212190771		C3061
POINT (-97.026108 28.033794)	48	007		110212190789		C3061
POINT (-97.025768 28.032987)	48	007		110212190801		C3061
POINT (-97.026623 28.035493)	48	007		110212190812		C3061
POINT (-97.032364 28.034295)	48	007		110212190821		C3061
POINT (-97.029483 28.034558)	48	007		110212190842		C3061
POINT (-97.030513 28.034306)	48	007		110212190851		C3061
POINT (-97.030939 28.033046)	48	007		110212190867		C3061
POINT (-97.03182 28.03359)	48	007		110212190879		C3061
POINT (-97.049426 28.039495)	48	007		110212191486		C3061
POINT (-97.049884 28.039498)	48	007		110212191504		C3061
POINT (-97.102804 27.950147)	48	007		110212193097		C3061
POINT (-96.997496 28.160966)	48	007		110212195789		C3061
POINT (-96.984975 28.140754)	48	007		110212196348		C3061
POINT (-96.992185 28.139402)	48	007		110212196359		C3061
POINT (-96.976756 28.152454)	48	007		110212197489		C3061
POINT (-97.053404 28.029006)	48	007		110212397692	Acisd Rockport Elem School	K2543
POINT (-97.043667 28.043148)	48	007		110212397693	Rockport-Fulton Jr HS	K2543
POINT (-97.046442 28.041789)	48	007		110212397694	Rockport-Fulton High School	K2543
POINT (-97.041795 28.043902)	48	007		110212397695	Rockport-Fulton Inter School	K2543
POINT (-97.08858 28.027718)	48	007		110212397696	Liveoak Elem School	K2543
POINT (-97.044185 28.040679)	48	007		110212397697	Aransas County School District	K2543
POINT (-97.043587 28.088451)	48	007		110212397698	Aransas Co Arprt	K2451
POINT (-97.057063 28.039831)	48	007		110212397701	U S Post Office - Rockport	K2165
POINT (-97.037351 28.044844)	48	007		110212397702	Rockport Cmtry	K2582
POINT (-98.54929 33.834504)	48	009		110213388806		C3061
POINT (-98.549409 33.827136)	48	009		110213388821		C3061
POINT (-98.546264 33.825685)	48	009		110213388860		C3061
POINT (-98.540955 33.826519)	48	009		110213388888		C3061
POINT (-98.46185 33.644826)	48	009		110213393412		C3061
POINT (-98.547744 33.509921)	48	009		110213411756		C3061
POINT (-98.620981 33.590572)	48	009		110214154523	Hospital	K1231
POINT (-98.616594 33.583955)	48	009		110214154530	Archer City Municipal Arprt	K2451
POINT (-98.623922 33.5295)	48	009		110214154531	Archer City Muni Arprt	K2451
POINT (-98.456742 33.414961)	48	009		110214154537	Picnic Area	K2190
POINT (-98.700509 33.816038)	48	009		1102216715917		C3061
POINT (-98.7027 33.816889)	48	009		1102216715946		C3061
POINT (-101.550381 35.168116)	48	011		110387145411		C3061
POINT (-101.532777 35.178593)	48	011		110387145425		C3061
POINT (-98.773877 29.238913)	48	013		110214256850		C3061
POINT (-98.770611 29.238226)	48	013		110214256860		C3061
POINT (-98.781675 29.183985)	48	013		110214258516		C3061
POINT (-98.784764 29.235502)	48	013		110214258521		C3061
POINT (-98.497614 28.957071)	48	013		110214259517		C3061
POINT (-98.772788 29.238052)	48	013		110214261479		C3061
POINT (-98.794943 29.225612)	48	013		110214261508		C3061
POINT (-98.703264 29.181406)	48	013		110214267216		C3061
POINT (-98.67256 29.154758)	48	013		110214267659		C3061
POINT (-98.669667 29.1546)	48	013		110214267673		C3061
POINT (-98.675419 29.154644)	48	013		110214267680		C3061
POINT (-98.678316 29.154674)	48	013		110214267690		C3061
POINT (-98.66676 29.154898)	48	013		110214267724		C3061
POINT (-98.663863 29.15386)	48	013		110214267728		C3061
POINT (-98.662605 29.151142)	48	013		110214267734		C3061
POINT (-98.681145 29.155201)	48	013		110214267751		C3061
POINT (-98.675305 29.150479)	48	013		110214267764		C3061
POINT (-98.669598 29.15049)	48	013		110214267769		C3061
POINT (-98.672496 29.15051)	48	013		110214267778		C3061
POINT (-98.666726 29.150251)	48	013		110214267783		C3061
POINT (-98.689792 29.11597)	48	013		110214268927		C3061
POINT (-98.709464 29.066936)	48	013		110214268942		C3061
POINT (-98.802942 29.236311)	48	013		110214268974		C3061
POINT (-98.500524 28.952365)	48	013		110214269112		C3061
POINT (-98.500077 28.977401)	48	013		110214271479		C3061
POINT (-98.50006 28.976404)	48	013		110214271487		C3061
POINT (-98.573194 28.84589)	48	013		110214271746		C3061
POINT (-98.561599 28.864145)	48	013		110214271755		C3061
POINT (-98.598302 29.174014)	48	013		110214272179		C3061
POINT (-98.5999 29.174587)	48	013		110214273001		C3061
POINT (-98.596127 29.172072)	48	013		110214273049		C3061
POINT (-98.60816 29.162432)	48	013		110214273154		C3061
POINT (-98.605696 29.162457)	48	013		110214273157		C3061
POINT (-98.579914 29.136732)	48	013		110214273516		C3061
POINT (-98.545105 28.905403)	48	013		110214273636		C3061
POINT (-98.537176 28.902346)	48	013		110214273908		C3061
POINT (-98.533523 28.904053)	48	013		110214273913		C3061
POINT (-98.796367 29.222469)	48	013		110214274088		C3061
POINT (-98.799835 29.221721)	48	013		110214274108		C3061
POINT (-98.657755 29.106841)	48	013		110214274230		C3061
POINT (-98.786665 29.234023)	48	013		110214274459		C3061
POINT (-98.602116 29.150495)	48	013		110214275637		C3061
POINT (-98.579939 29.135755)	48	013		110214275757		C3061
POINT (-98.692219 29.115908)	48	013		110214280597		C3061
POINT (-98.49406 28.960527)	48	013		110214281480		C3061
POINT (-98.49791 28.962943)	48	013		110214288670		C3061
POINT (-98.556428 28.923485)	48	013		110214769698	Catholic Cmtry	K2582
POINT (-98.548223 28.921633)	48	013		110214769699	Catholic Church	K3544
POINT (-96.50595 29.96959)	48	015		110214852079		C3061
POINT (-96.157101 29.719113)	48	015		110214867736		C3061
POINT (-96.156162 29.722692)	48	015		110214870553		C3061
POINT (-96.153867 29.721245)	48	015		110214870578		C3061
POINT (-96.157101 29.719113)	48	015		1102443453165		C3061
POINT (-102.730209 34.209294)	48	017		110215720000		C3061
POINT (-102.72923 34.221175)	48	017		110215812344	Hospital	K1231
POINT (-102.739769 34.230157)	48	017		110215812371	Community Park	K2190
POINT (-102.711058 34.233884)	48	017		110215812369	Warren Arprt	K2451
POINT (-102.65882 34.185101)	48	017		110215812370	Muleshoe Municipal Arprt	K2451
POINT (-98.983416 29.72226)	48	019		110215973847		C3061
POINT (-99.030647 29.710516)	48	019		110215959035		C3061
POINT (-99.509712 29.6792)	48	019		110215969721		C3061
POINT (-98.928698 29.737009)	48	019		110215974102		C3061
POINT (-99.188144 29.770813)	48	019		110215959887		C3061
POINT (-99.155272 29.743102)	48	019		110215959973		C3061
POINT (-98.960267 29.620511)	48	019		110215943477		C3061
POINT (-98.944 29.625205)	48	019		110215949000		C3061
POINT (-98.983163 29.718902)	48	019		110215966022		C3061
POINT (-98.92948 29.623612)	48	019		110215966616		C3061
POINT (-98.830352 29.666909)	48	019		110215966651		C3061
POINT (-98.888479 29.637363)	48	019		110215940943		C3061
POINT (-98.961793 29.621221)	48	019		110215943484		C3061
POINT (-99.074814 29.794443)	48	019		110215951588		C3061
POINT (-98.978965 29.722595)	48	019		110215965971		C3061
POINT (-98.957306 29.72896)	48	019		110215939524		C3061
POINT (-98.998445 29.651113)	48	019		110215947805		C3061
POINT (-98.938087 29.627935)	48	019		110215949011		C3061
POINT (-99.001428 29.722105)	48	019		110215952846		C3061
POINT (-99.466326 29.641962)	48	019		110215962131		C3061
POINT (-98.8958 29.642684)	48	019		110215969167		C3061
POINT (-98.959427 29.658286)	48	019		110215970080		C3061
POINT (-99.247831 29.79347)	48	019		110216445845	Moffett Park	K2190
POINT (-98.959369 29.621932)	48	019		110215943474		C3061
POINT (-99.164165 29.745963)	48	019		110215959989		C3061
POINT (-99.185939 29.771929)	48	019		110215960117		C3061
POINT (-98.997509 29.725911)	48	019		110215963867		C3061
POINT (-98.94327 29.770264)	48	019		110215964389		C3061
POINT (-99.056826 29.716759)	48	019		110215966859		C3061
POINT (-98.981742 29.649049)	48	019		110215948066		C3061
POINT (-99.537345 29.665547)	48	019		110215961914		C3061
POINT (-98.946598 29.645959)	48	019		110215966684		C3061
POINT (-99.068357 29.779536)	48	019		110215967277		C3061
POINT (-98.92489 29.734566)	48	019		110215969482		C3061
POINT (-98.978371 29.738056)	48	019		110215973915		C3061
POINT (-97.333317 30.117191)	48	021		110477193267		C3061
POINT (-97.393924 30.054684)	48	021		110477193510		C3061
POINT (-97.367233 30.10918)	48	021		110477193537		C3061
POINT (-97.369663 30.362597)	48	021		110477193606		C3061
POINT (-97.299688 30.0988)	48	021		110477194962		C3061
POINT (-97.284626 30.085541)	48	021		110477195004		C3061
POINT (-97.284465 30.086357)	48	021		110477195006		C3061
POINT (-97.288819 30.086673)	48	021		110477195009		C3061
POINT (-97.283339 30.084231)	48	021		110477195011		C3061
POINT (-97.291998 30.078488)	48	021		110477195015		C3061
POINT (-97.276883 30.097002)	48	021		110477195018		C3061
POINT (-97.288362 30.075263)	48	021		110477195030		C3061
POINT (-97.379319 29.973169)	48	021		110477203036		C3061
POINT (-97.299776 30.133209)	48	021		110477204734		C3061
POINT (-97.288592 30.14323)	48	021		110477204737		C3061
POINT (-97.28984 30.14255)	48	021		110477204740		C3061
POINT (-97.213756 30.173189)	48	021		110477209316		C3061
POINT (-97.300569 30.092618)	48	021		110477212082		C3061
POINT (-97.298412 30.09342)	48	021		110477212085		C3061
POINT (-97.297869 30.093462)	48	021		110477212087		C3061
POINT (-97.302385 30.096823)	48	021		110477212091		C3061
POINT (-97.302331 30.09014)	48	021		110477212100		C3061
POINT (-97.300231 30.090299)	48	021		110477212103		C3061
POINT (-97.301183 30.090091)	48	021		110477212106		C3061
POINT (-97.300178 30.09127)	48	021		110477212109		C3061
POINT (-97.292333 30.09042)	48	021		110477212125		C3061
POINT (-97.295143 30.092048)	48	021		110477212129		C3061
POINT (-97.29188 30.091243)	48	021		110477212131		C3061
POINT (-97.289253 30.090484)	48	021		110477212134		C3061
POINT (-97.291008 30.090746)	48	021		110477212136		C3061
POINT (-97.291539 30.089933)	48	021		110477212139		C3061
POINT (-97.288646 30.089609)	48	021		110477212141		C3061
POINT (-97.288313 30.09066)	48	021		110477212144		C3061
POINT (-97.287744 30.089821)	48	021		110477212147		C3061
POINT (-97.28924 30.091931)	48	021		110477212149		C3061
POINT (-97.279345 30.089783)	48	021		110477212225		C3061
POINT (-97.280416 30.089908)	48	021		110477212228		C3061
POINT (-97.285244 30.092094)	48	021		110477212231		C3061
POINT (-97.283028 30.089626)	48	021		110477212234		C3061
POINT (-97.285071 30.087117)	48	021		110477212236		C3061
POINT (-97.285379 30.093104)	48	021		110477212243		C3061
POINT (-97.5961 30.110371)	48	021		110477212354		C3061
POINT (-97.597392 30.111482)	48	021		110477212356		C3061
POINT (-97.566923 30.100144)	48	021		110477212363		C3061
POINT (-97.564461 30.023999)	48	021		110477212404		C3061
POINT (-97.348115 30.113684)	48	021		110477212723		C3061
POINT (-97.292926 30.088465)	48	021		110477212855		C3061
POINT (-97.457866 30.129206)	48	021		110477215313		C3061
POINT (-97.168256 30.014542)	48	021		110477216326		C3061
POINT (-97.187016 30.037882)	48	021		110477216735		C3061
POINT (-97.483879 29.937251)	48	021		110477216890		C3061
POINT (-97.177283 30.034959)	48	021		110477217815		C3061
POINT (-97.352517 29.952051)	48	021		110477218190		C3061
POINT (-97.481711 29.940226)	48	021		110477218387		C3061
POINT (-97.479349 29.935079)	48	021		110477218405		C3061
POINT (-97.357732 29.885832)	48	021		110477218465		C3061
POINT (-97.500996 30.17078)	48	021		110477220456		C3061
POINT (-97.428116 29.962874)	48	021		110477221527		C3061
POINT (-97.364264 30.347668)	48	021		110477221754		C3061
POINT (-97.374014 29.963283)	48	021		110477223018		C3061
POINT (-97.300951 30.103079)	48	021		110477224265		C3061
POINT (-97.439567 29.964279)	48	021		110477224507		C3061
POINT (-97.280184 30.099287)	48	021		110477225109		C3061
POINT (-97.279505 30.099092)	48	021		110477225114		C3061
POINT (-97.280648 30.098476)	48	021		110477225125		C3061
POINT (-97.281773 30.096654)	48	021		110477225149		C3061
POINT (-97.281192 30.096409)	48	021		110477225152		C3061
POINT (-97.280125 30.096664)	48	021		110477225157		C3061
POINT (-97.285824 30.095282)	48	021		110477225164		C3061
POINT (-97.285754 30.088775)	48	021		110477225278		C3061
POINT (-97.289755 30.08683)	48	021		110477225350		C3061
POINT (-97.287349 30.079632)	48	021		110477225447		C3061
POINT (-97.338354 30.11342)	48	021		110477225549		C3061
POINT (-97.60225 30.072055)	48	021		110477225648		C3061
POINT (-97.603745 30.073388)	48	021		110477225658		C3061
POINT (-97.483623 30.149402)	48	021		110477231156		C3061
POINT (-97.283516 30.092919)	48	021		110477231997		C3061
POINT (-97.247577 30.318126)	48	021		110477232235		C3061
POINT (-97.3423 30.119794)	48	021		110477233386		C3061
